id,section,bundle_version,serial,branch,number,rarity,round,level,type,feature,battle_power_1,battle_power_2,battle_power_3,battle_power_4,battle_power_ex,publication_year,name,ruby,character_name,effect,flavor_text,participating_works,participating_works_url,errata_enable,errata_url,type_name,illustrator_name,image_url,thumbnail_image_url
181,BP,01,082,AP19,AP(19/20) BP01-082,AP,,1,BASIC,Ultra Hero,1000,7000,,,,2021,Ultraman Trigger,,TRIGGER,"[SIN] 《When this character enters play》 You may reveal the top three cards of your deck, to put one Ultra Hero card from among them into your hand, and send the rest to your discard area.",Ultraman Trigger — The hero from the ancient past.,Ultraman Trigger,,False,,Multi Type,SENNSU,https://img.ultraman-cardgame.com/images/card_details/6f308fa3dd23511d40b81be9ef509d090c597f98.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/a7aea84b750ec577ce84d4adf0fffc45d6b764e7.png
57,BP,01,082,,BP01-082,R,,1,BASIC,Ultra Hero,1000,7000,,,,2021,Ultraman Trigger,-,TRIGGER,"[SIN] 《When this character enters play》 You may reveal the top three cards of your deck, to put one Ultra Hero card from among them into your hand, and send the rest to your discard area.","The ancient hero sealed away on Mars has returned, to bring smiles to the downtrodden people!",ULTRAMAN TRIGGER: NEW GENERATION TIGA,,False,,Multi Type,TSUYOSHI NONAKA,https://img.ultraman-cardgame.com/images/card_details/6784d5a661a852b4ed8816febf6956383ba47919.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/811700fb509414cf6a89c94a6672f5b36468b614.png
138,BP,01,083,,BP01-083,C,,1,BASIC,Ultra Hero,5000,,,,,2021,Ultraman Trigger,,TRIGGER,-,Kengo Manaka received premonitions of his nature as both Light... and human.,Ultraman Trigger,,False,,Multi Type,,https://img.ultraman-cardgame.com/images/card_details/b6319c837a87dfb961c1ce7f3587814dcf31da9f.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/038c689d6f8ad02d1416ef380e9c205b302d1597.png
139,BP,01,084,,BP01-084,C,,1,ARMED,Ultra Hero,5000,,,,,2021,Ultraman Trigger,,TRIGGER,-,The Circle Arms were found on Mars in the ruins where Trigger was sealed.,Ultraman Trigger,,False,,Circle Arms,,https://img.ultraman-cardgame.com/images/card_details/1922a1e57c6c3c4c3a40e1e96bbd84bac7190b7c.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/826e4a667e58d764f3146cfb8008be47455fd972.png
182,BP,01,085,AP20,AP(20/20) BP01-085,AP,,2,BASIC,Ultra Hero,7000,11000,14000,,,2021,Ultraman Trigger,,TRIGGER,[DBL] 《When this character enters play》 You may send one scene with round 3 or lower to its owner's discard area.,"In the caverns of Mars, the power of Trigger slumbered, waiting for Kengo Manaka.",Ultraman Trigger,,False,,,TONJI MATSUNO,https://img.ultraman-cardgame.com/images/card_details/722869076e754e87a4fd9e5c09116d546f2d4ce5.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/33e64c15ca0d7088385c21996bdfe5323045a2d1.png
58,BP,01,085,,BP01-085,RR,,2,BASIC,Ultra Hero,7000,11000,14000,,,2021,Ultraman Trigger,-,TRIGGER,[DBL] 《When this character enters play》 You may send one scene with round 3 or lower to its owner's discard area.,Trigger's Zeperion Beam is a familiar power from the Ultra-Ancient Past.,ULTRAMAN TRIGGER: NEW GENERATION TIGA,,False,,,JUN YAMAGUCHI,https://img.ultraman-cardgame.com/images/card_details/799b44526ce869fa24787bfe11f50c4d2a216c8d.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f52fa48996361937233a31ef968f235f843224aa.png
140,BP,01,086,,BP01-086,C,,2,POWER,Ultra Hero,7000,11000,,,,2021,Ultraman Trigger,,TRIGGER,-,"Trigger's Power Type was first used to battle the imposing Dark Giant, Darrgon.",Ultraman Trigger,,False,,Power Type,,https://img.ultraman-cardgame.com/images/card_details/aee6bbfd9ee060d4b373d47b61e80b4e5dd2003e.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/ca4459c8a06b7a9033c13fce16dc9d9201161b11.png
141,BP,01,087,,BP01-087,U,,2,SPEED,Ultra Hero,7000,10000,14000,,,2021,Ultraman Trigger,,TRIGGER,"[SIN][DBL] While this character's battle opponent has TYPE 【ARMED】 , this character's BP grade increases by 1.","Trigger discovered his high-speed Sky Type while chasing down the aerial Kaiju, Gazort.",Ultraman Trigger,,False,,Sky Type,,https://img.ultraman-cardgame.com/images/card_details/7d7bcfc80cf963f4eb95d83bc9686e73f4db6fa3.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/38269f747dfb198facc0083164ccd33dfaa323f1.png
142,BP,01,088,,BP01-088,R,,3,ARMED,Ultra Hero,8000,13000,16000,,,2021,Ultraman Trigger,,TRIGGER,"[TRP] 《When this character enters play》 You may reveal the top five cards of your deck, to put one card from among them into your hand, and send the rest to your discard area.","Trigger uses the Ultra Dual Sword himself before bequeathing it to his successor, Decker.",Ultraman Decker,,False,,Ultra Dual Sword,Kazumasa Yasukuni,https://img.ultraman-cardgame.com/images/card_details/d2ce3f1c30c5dbc9753fd1a229f7f6451fd87906.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/66b5c54e7831018cbe0775a7871c68e08be694c5.png
143,BP,01,089,,BP01-089,U,,3,POWER,Ultra Hero,7000,12000,17000,,,2021,Ultraman Trigger,,TRIGGER,[DBL][TRP] 《When this character enters play》 You may give one character adjacent to the left or right of this character +1000 BP for this turn.,Trigger first received the Ultra Dual Sword from Yuzare during the Sphere Invasion.,Ultraman Decker,,False,,Ultra Dual Sword,,https://img.ultraman-cardgame.com/images/card_details/3637964ecea922214abf27209fba9e8372a47e73.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f6a112620976b13e307237b0783329eade0a0c7d.png
144,BP,01,090,,BP01-090,C,,3,SPEED,Ultra Hero,8000,14000,16000,,,2021,Ultraman Trigger,,TRIGGER,-,"Trigger and Decker can use the Ultra Dual Sword differently, channeling their unique powers through it.",Ultraman Decker,,False,,Ultra Dual Sword,,https://img.ultraman-cardgame.com/images/card_details/581587b8066a63f275b65c5cdc3147ccb7b29055.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/27751a79a37a88ac8e3cf816316c3fbde33a2f85.png
59,BP,01,091,,BP01-091,R,,6,HAZARD,Kaiju,9000,16000,,,,1996,The Ultra-Ancient Monster Golza,-,GOLZA,[SIN] 《When this character enters play》 You may send one opponent's scene with round 3 or higher to their discard area.,"This Kaiju, the first herald of the Ruler of Darkness, emerged from the Mongolian steppe, as foretold in prophecy.",Ultraman Tiga,,False,,Golza,gozz,https://img.ultraman-cardgame.com/images/card_details/ce5d8794dc3c14202dd4201b3cf863fc6fe27547.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/e4f00c776c578f33976a9e429e8a003aa2cfb262.png
145,BP,01,092,,BP01-092,C,,6,HAZARD,Kaiju,11000,16000,,,7000,2024,The Armored Shell Beast Shagong,,SHAGONG,"[SIN][DBL] While this character's battle opponent has TYPE 【BASIC】 , this character's BP becomes EXTRA.","This Kaiju, capable of using electricity and acid, is a disaster threatening Hoshimoto City!",Ultraman Arc,,False,,Shagong,,https://img.ultraman-cardgame.com/images/card_details/8a887274c0f5450bfd3eb9aa2191941c5a0530a2.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/d4f9a2c70a511960f4256c807016572b8fba5fc2.png
146,BP,01,093,,BP01-093,R,,6,HAZARD,Kaiju,10000,15000,,,,2006,The Space Iron-Slashing Monster Dinozole,,DINOZOLE,"[SIN] While this character's battle opponent has TYPE 【ARMED】 , this character's BP grade increases by 1.","This Kaiju, the first to menace Earth in the decades since the Ultra Brothers, decimated the forces of GUYS with its whiplike tongue!",Ultraman Mebius,,False,,Dinozole,gozz,https://img.ultraman-cardgame.com/images/card_details/e80a8ebc92f5f385494b4e7f0d9d08c774915845.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/ac410e55fe9585cfee7e2e9beaa2e12547f13680.png
60,BP,01,094,,BP01-094,R,,6,HAZARD,Kaiju,9000,15000,,,,2022,The Dynamic Fusion Monster Spheresaurus,-,SPHERESAURUS,"[SIN] While this character's battle opponent has TYPE 【BASIC】 , this character's BP grade increases by 1.",This amalgamation of multiple Spheres has massive arms made to drain the very vitality from the Earth!,Ultraman Decker,,False,,Spheresaurus,Murakami Hisashi,https://img.ultraman-cardgame.com/images/card_details/44ed7c2aa2329643669a695e02d42220397a01af.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/8251ca89929f5f0df3b64dd020cb69cfc74cd537.png
147,BP,01,095,,BP01-095,U,,6,HAZARD,Kaiju,11000,16000,,,8000,2023,The Space Crustacean Kaiju Bazanga,,BAZANGA,"[SIN][DBL] While this character's battle opponent has TYPE 【BASIC】 , this character's BP becomes EXTRA.","This horrifying Space Kaiju attacked Ikebukuro with organic spike launchers, as the ""First Wave.""",Ultraman Blazar,,False,,Bazanga,,https://img.ultraman-cardgame.com/images/card_details/f80b8dd6bea550f285ef93dd5a39759e69889e2b.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/bded2b355302328807fd200affee86d919476859.png
148,BP,01,096,,BP01-096,C,,6,HAZARD,Kaiju,10000,17000,,,8000,1998,The Space Combat Beast C.O.V.,,C.O.V.,"[SIN][DBL] While this character's battle opponent has TYPE 【BASIC】 , this character's BP becomes EXTRA.","This Kaiju descended within a meteorite, the vanguard of the Radical Destruction Bringer!",Ultraman Gaia,,False,,C.O.V.,,https://img.ultraman-cardgame.com/images/card_details/1c8a507d7ad081ff2ca93a594ee692673222b125.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/59f8ad67132cae58ee3ebdba3b178e9468289915.png
149,BP,01,097,,BP01-097,R,,6,HAZARD,Kaiju,9000,15000,,,,2010,Darklops Zero,,DARKLOPS ZERO,[SIN] 《When this character enters play》 You may send one opponent's scene with round 2 or lower to their discard area.,"This robotic duplicate of Ultraman Zero was the prototype of the Darklops, the robotic weapons of the Belial Galactic Empire!",ULTRA GALAXY LEGEND SIDE STORY: ULTRAMAN ZERO VS DARKLOPS ZERO,,False,,Darklops Zero,gozz,https://img.ultraman-cardgame.com/images/card_details/b767eef76982f21e97e5cf88db51e316b9f1164c.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/4a5ca4b6b56570c272d196d1faf4416582b3e146.png
150,BP,01,098,,BP01-098,U,,6,HAZARD,Kaiju,10000,16000,,,8000,2017,The Belial Fusion Monster Thunder Killer,,THUNDER KILLER,"[SIN][DBL] While this character's battle opponent has TYPE 【ARMED】 , this character's BP becomes EXTRA.","This amalgamation of Eleking and Ace-Killer was combined by Kei Fukuide, using Ultraman Belial's power!",Ultraman Geed,,False,,Thunder Killer,gozz,https://img.ultraman-cardgame.com/images/card_details/f57d0af2864813d1b86e0163110882ba72236046.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/ea2df2f06cbd90d78e71fdf8bad58d0c9cdea898.png
151,BP,01,099,,BP01-099,U,,6,HAZARD,Kaiju,10000,17000,,,8000,2020,The Ferocious Space Shark Genegarg,,GENEGARG,"[SIN][DBL] While this character's battle opponent has TYPE 【POWER】 , this character's BP becomes EXTRA.",This ravenous Kaiju was used by the Parasitic Creature Celebro to attack the Land of Light and steal the Ultra Medals!,Ultraman Z,,False,,Genegarg,,https://img.ultraman-cardgame.com/images/card_details/d25a4c32b7e0ae3c1545114ace5034313d4de45b.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/72cae19aa0cd2565e695df15049bee6875725047.png
152,BP,01,100,,BP01-100,U,,6,HAZARD,Kaiju,10000,17000,,,8000,2021,The Ultra-Ancient Dark Monster,,GOLBA,"[SIN][DBL] While this character's battle opponent has TYPE 【SPEED】 , this character's BP becomes EXTRA.","This Kaiju, commanded by the Dark Giant Camearra, is a fusion of two Ultra-Ancient Kaiju — Golza and Melba.",Ultraman Trigger,,False,,Golba,,https://img.ultraman-cardgame.com/images/card_details/e09edaecb071609dc15d58fd057dcceb26250608.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/3980abd23733f8bc829eec4b4be5b1525087c181.png
183,BP,01,101,APS,AP-S BP01-101,AP,2,,,Scene,,,,,,,Legend of the Stone,,-,"[Activate] (Once per turn) Reveal one level 3 『TIGA』 card from your hand → Put a level 3 card from one of your DOUBLE or TRIPLE 『TIGA』 into your hand, then put the revealed card into play in its place.",-,Ultraman Tiga,,False,,,NAKANO RYO,https://img.ultraman-cardgame.com/images/card_details/5346ef6343b88cd2e22eb02d85dd074dca7753cd.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/16af154cf8f2a2d757d766831fb9aa3039b051f2.png
153,BP,01,101,,BP01-101,U,2,,,Scene,,,,,,,Legend of the Stone,,-,"[Activate] (Once per turn) Reveal one level 3 『TIGA』 card from your hand → Put a level 3 card from one of your DOUBLE or TRIPLE 『TIGA』 into your hand, then put the revealed card into play in its place.",-,Ultraman Tiga,,False,,,,https://img.ultraman-cardgame.com/images/card_details/b7342a92e475be277dca0435bb6e9a19b8045a3c.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/7db0c56da8cb534d389f0e8a804bd9f6848e3f28.png
61,BP,01,102,,BP01-102,U,1,,,Scene,,,,,,,Arc to the Future,-,-,[Activate] (Once per turn) Discard one 『ARC』 card from your hand → Give one of your Ultra Hero +2000 BP for this turn.,-,Ultraman Arc,,False,,,,https://img.ultraman-cardgame.com/images/card_details/7af22d4e04fdd04859209715d24aadfd2251f476.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/fe442c557af563a134d8b9ae3c32930a8ab9068d.png
154,BP,01,103,,BP01-103,U,2,,,Scene,,,,,,,The Champion of the Fierce Fight,,-,"[Activate] (Once per turn) Select a level 1, 2, and 3 『MEBIUS』 card in your discard area → Exile one of your DOUBLE or TRIPLE 『MEBIUS』 from the game, then put the selected cards into play as a TRIPLE 『MEBIUS』 in its place.",-,Ultraman Mebius,,False,,,,https://img.ultraman-cardgame.com/images/card_details/ed5170cf8af3d0250fc3b3fe7669e0cb97f6a51e.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/32732be17290e9a0ca9899141dc04e831ace0ef7.png
155,BP,01,104,,BP01-104,U,3,,,Scene,,,,,,,"Light and Darkness, Again",,-,[Activate] (Once per turn) Discard one card from your hand → Give all your 『DECKER』 +1000 BP for this turn.,-,Ultraman Decker,,False,,,,https://img.ultraman-cardgame.com/images/card_details/154de441713ef2aaa71891b2912d1b3d70bf67ad.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/5eac10bc8851c594b826a24dd1adbd76f454e888.png
62,BP,01,105,,BP01-105,U,2,,,Scene,,,,,,,The Man who Created SKaRD,-,-,"[Activate] (Once per turn) If you have 『BLAZAR』 , reveal the top five cards of your deck → Put one Ultra Hero card from among them into play on top of one of your Ultra Hero that is able to level up with it, and send the rest to your discard area. At the end of turn, send cards put into play with this effect to your discard area.",-,Ultraman Blazar,,False,,,,https://img.ultraman-cardgame.com/images/card_details/cf6ec803549b0481ac8dc49f3221555c4e16ba10.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/0ca39a708e7127297d501c895928cef87c0d1127.png
63,BP,01,106,,BP01-106,C,4,,,Scene,,,,,,,The Final Resolution,-,-,Give all your TRIPLE 『GAIA』 +1000 BP.,-,Ultraman Gaia,,False,,,,https://img.ultraman-cardgame.com/images/card_details/28b0377b588f8514415980d19f127b101d5a08a3.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/9fe6eb43fd08958d52459ea1bb6708eaaf541485.png
64,BP,01,107,,BP01-107,C,1,,,Scene,,,,,,,Mega Monster Battle Ultra Galaxy: The Movie,-,-,[Activate] (Once per turn) No cost → Give the battle opponent of one of your 『ZERO』 TYPE 【POWER】 or 【SPEED】 for this turn.,-,Mega Monster Battle Ultra Galaxy: The Movie,,False,,,,https://img.ultraman-cardgame.com/images/card_details/72da121414c381f2c58cab0659fdf4a48576162c.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/55020053b4bb76dda60c948886b3d04dc425de10.png
156,BP,01,108,,BP01-108,C,4,,,Scene,,,,,,,So That I Can Be Me,,-,[Activate] (Once per turn) Send this scene to your discard area → All of your 『GEED』 have their BP grade increase by 1 for this turn.,-,Ultraman Geed,,False,,,,https://img.ultraman-cardgame.com/images/card_details/6b021635eba01facdf5584822e9c9c13f3dd5a23.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/77ac0176c21ec8bf50b3131455545ebc4acc17a7.png
157,BP,01,109,,BP01-109,C,1,,,Scene,,,,,,,Chant My Name!,,-,"《When this scene enters play》 If you have 『Z』 , you may put up to two scene cards not named 「Chant My Name!」 from your discard area into your hand.",-,Ultraman Z,,False,,,,https://img.ultraman-cardgame.com/images/card_details/daab4ab5004fa516ee6c64ff224a58b8629a537c.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/96f377277f5cfdbb39ee32e9727d3bd3d6b24f82.png
158,BP,01,110,,BP01-110,C,2,,,Scene,,,,,,,For Smiles,,-,"《When this scene enters play》 If you have 『TRIGGER』 , you may draw a card. When you draw with this effect, discard one card from your hand.",-,Ultraman Trigger,,False,,,,https://img.ultraman-cardgame.com/images/card_details/db2a4bf22ff1736992c834490d143395d3c9ad79.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/eb97c9078f7362f5b2912ae753cfdabcc3e26cf6.png
65,SD,01,001,,SD01-001,RRR,,3,SPEED,Ultra Hero,9000,11000,16000,,,1997,Ultraman Dyna,-,DYNA,"[DBL][TRP] 《When this character enters play》 You may reveal the top three cards of your deck, to put one 「Ultraman Tiga, Ultraman Dyna & Ultraman Gaia: The Battle in Hyper Space」, 『TIGA』 , or 『GAIA』 card from among them into your hand, and send the rest to your discard area.","Ultraman Dyna inherited the role of protector from his predecessor, Ultraman Tiga!","ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,Flash Type,TONJI MATSUNO,https://img.ultraman-cardgame.com/images/card_details/613515f34d9d971c7993a2e244a5dfdbed39f80c.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/de4ef1f93f2d40df6866116d9bb53e225422709c.webp
66,SD,01,002,,SD01-002,RRR,,3,BASIC,Ultra Hero,9000,12000,17000,,,1996,Ultraman Tiga,-,TIGA,[TRP][Activate] (Once per turn) Discard one card from your hand → Give this character's battle opponent a BP grade decrease by 1 for this turn.,"Ultraman Tiga fights the forces of darkness, a hero for an entire generation!","ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,Multi Type,TONJI MATSUNO,https://img.ultraman-cardgame.com/images/card_details/f61c27ba0ea2b2d7a86b09de8f8197b91dd90c79.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/8cef872a132cf7b50b2b67aab0b78f22ac345828.webp
67,SD,01,003,,SD01-003,RRR,,3,BASIC,Ultra Hero,9000,11000,16000,,,1998,Ultraman Gaia,-,GAIA,"[DBL][TRP] 《When this character enters play》 You may reveal the top three cards of your deck, to put one 「Ultraman Tiga, Ultraman Dyna & Ultraman Gaia: The Battle in Hyper Space」, 『TIGA』 , or 『DYNA』 card from among them into your hand, and send the rest to your discard area.",Gamu Takayama's battles were an inspiration to a young boy named Tsutomu.,"ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,V2,TONJI MATSUNO,https://img.ultraman-cardgame.com/images/card_details/e3560dd1432b2f9eda2764b5db128266ee0b5ed2.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/e68bb5121871cea4af77fca15a5b985a7bb0174d.webp
80,SD,01,004,,SD01-004,U,,1,SPEED,Ultra Hero,5000,,,,,1996,Ultraman Tiga,-,TIGA,-,"Though Tiga's war ended with the battle against the Giants of Darkness, his legend remains.","ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,Multi Type,,https://img.ultraman-cardgame.com/images/card_details/1ca6d3a1674c6d9acc49057f40fa1c69bffc225d.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/03a7118a8162861331117abf5554f4af6d601400.webp
81,SD,01,005,,SD01-005,U,,2,BASIC,Ultra Hero,7000,10000,14000,,,1996,Ultraman Tiga,-,TIGA,"[SIN][DBL] While this character's battle opponent has TYPE 【POWER】 , this character's BP grade increases by 1.",Tsutomu's wish on the Red Sphere for Gaia to not fight alone summoned this Ancient Giant.,"ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,Multi Type,,https://img.ultraman-cardgame.com/images/card_details/41ff506c84287e4fae896d127a1bf0d0dabcad94.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/ff68d2850a5eeccbfec432c900a890533eaff9e1.webp
82,SD,01,006,,SD01-006,C,,2,BASIC,Ultra Hero,8000,10000,,,,1996,Ultraman Tiga,-,TIGA,-,"Tiga's power made quick work of King of Mons's spawn, the Big-Jaw Sea Kaiju Sculla.","ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,Zeperion Beam,HUJIWARA HISASHI,https://img.ultraman-cardgame.com/images/card_details/a28afa7ccc1b82d40cf3d8c832d8b75e3e5f3360.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/b07cb41c284bc87da24d82f6440e20ef500c7a54.webp
83,SD,01,007,,SD01-007,C,,1,BASIC,Ultra Hero,5000,,,,,1997,Ultraman Dyna,-,DYNA,-,"Even now, Ultraman Dyna travels through the multiverse.","ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,Flash Type,,https://img.ultraman-cardgame.com/images/card_details/bfc79df4e8f7786524435d633bbd6206b9e6cebf.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/83f6cbb205309bee4db72f8f512f3b199935cac6.webp
84,SD,01,008,,SD01-008,U,,2,SPEED,Ultra Hero,7000,10000,14000,,,1997,Ultraman Dyna,-,DYNA,"[SIN][DBL] While this character's battle opponent has TYPE 【ARMED】 , this character's BP grade increases by 1.",The Red Sphere summoned Gaia's predecessors as reinforcements against King of Mons.,"ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,Flash Type,,https://img.ultraman-cardgame.com/images/card_details/d121c0b84e3ed75ccaa2ac7697eca23a73f21814.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/c5f85100c5b09c284130584701789a7a4d538e2c.webp
68,SD,01,009,,SD01-009,C,,2,BASIC,Ultra Hero,8000,10000,,,,1997,Ultraman Dyna,-,DYNA,-,Dyna battles the flying Kaiju Basiliss in an aerial dogfight!,"ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,Solgent Beam,JUN YAMAGUCHI,https://img.ultraman-cardgame.com/images/card_details/87ac30333ce189c0418301b3dd1e88fc242dd492.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/5d489c98246e6cc03546381242453694f1e65035.webp
69,SD,01,010,,SD01-010,C,,1,POWER,Ultra Hero,5000,,,,,1998,Ultraman Gaia,-,GAIA,-,Gaia was plucked from his world by the reality-bending Red Sphere to fulfill Tsutomu's wish to meet his hero.,"ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,V2,,https://img.ultraman-cardgame.com/images/card_details/c7dc1c5108dbd8e11f9266a014f47ae7fbd62308.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/b1985dce2f8f22ea168c55cebef194e0e2fb3cfc.webp
85,SD,01,011,,SD01-011,U,,2,POWER,Ultra Hero,8000,11000,13000,,,1998,Ultraman Gaia,-,GAIA,"[SIN][DBL] While this character's battle opponent has TYPE 【SPEED】 , this character's BP grade increases by 1.","With Tiga, Dyna, and Gaia together, even the terrifying King of Mons could not hope to stand against them!","ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,Photon Edge,YAMAGUCHI BIRU,https://img.ultraman-cardgame.com/images/card_details/3592d5a495cbb5b1a038b739efb2038da0226cb8.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/85dcac6482a52d8d3d3d60485154b2a4ca586e45.webp
70,SD,01,012,,SD01-012,C,,6,HAZARD,Kaiju,10000,16000,,,8000,1999,The Giant Aberrant Beast Satan Bizor,-,SATAN BIZOR,"[SIN][DBL] While this character's battle opponent has TYPE 【BASIC】 , this character's BP becomes EXTRA.",This Kaiju battled viciously against Ultraman Gaia inside the stories Tsutomu watched on TV.,"ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,Satan Bizor,,https://img.ultraman-cardgame.com/images/card_details/9449ab71ebfe388720b0a6f9483ea2cb1226d000.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/7af53831373bc0534d9c3c063473d7c36d7f297d.webp
86,SD,01,013,,SD01-013,C,,6,HAZARD,Kaiju,9000,15000,,,,1999,The Strongest Combined Kaiju King of Mons,-,KING OF MONS,[SIN] 《When this character enters play》 You may send one opponent's scene with round 0 to their discard area.,"This Kaiju was designed by a school bully, Yu, to make the strongest and most terrifying Kaiju of all, and the Red Sphere made it real!","ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,King of Mons,,https://img.ultraman-cardgame.com/images/card_details/66a44d9b591f3acc82be4fce9c099c8c94e2fc92.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/2e7c9de70475072a3511fe69df49a9188a80d05a.webp
71,SD,01,014,,SD01-014,C,1,,,Scene,,,,,,,"Ultraman Tiga, Ultraman Dyna & Ultraman Gaia: The Battle in Hyper Space",-,-,"[Activate] (Once per turn) No cost → Give one of your 『TIGA』 , 『DYNA』 , or 『GAIA』 +1000 BP for this turn.",-,"ULTRAMAN TIGA, ULTRAMAN DYNA & ULTRAMAN GAIA: THE BATTLE IN HYPER SPACE",,False,,,,https://img.ultraman-cardgame.com/images/card_details/5680ff4432cdebd21da9196467a8ec415883ea71.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/b24004844ad938702173e603d28291390a67576a.webp
72,SD,02,001,,SD02-001,RRR,,3,POWER,Ultra Hero,7000,13000,16000,,,2020,Ultraman Z,-,Z,"[SIN][DBL] While this character's battle opponent has TYPE 【SPEED】 or 【ARMED】 , this character's BP grade increases by 1.","Ultraman Z proudly fights alongside his senior and teacher, Ultraman Zero!",Ultraman Z,,False,,Alpha Edge,TONJI MATSUNO,https://img.ultraman-cardgame.com/images/card_details/1ff11ca17e366e849a1cef795baf2ec3a5e72a53.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/3d592656bc7cd6df866b638f79521770c7898700.webp
73,SD,02,002,,SD02-002,RRR,,3,ARMED,Ultra Hero,7000,13000,16000,,,2009,Ultraman Zero,-,ZERO,"[SIN][DBL] While this character's battle opponent has TYPE 【BASIC】 or 【ARMED】 , this character's BP grade increases by 1.","When Z truly needs him, Ultraman Zero will come to his disciple's aid.",Ultraman Z,,False,,Ultra Zero Mantle,TONJI MATSUNO,https://img.ultraman-cardgame.com/images/card_details/f16d205ed1e0ac0807398e6599b42b774ff271c2.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/02d3a6a0d87ef544b28276cabf279593e545ed2a.webp
